#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - First 5000
#columns:Rank	Lemma_PT	POS	Gloss_EN	Example_PT	Example_EN	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:10
2935	fascinante	adj				0	11339	17.823	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2936	basebol	noun				0	11334	17.815	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2937	lâmina	noun				0	11334	17.815	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2938	vital	adj				0	11331	17.810	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2939	sector	noun				0	11327	17.804	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2940	parvo	adj				0	11311	17.779	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2941	cenário	noun				0	11300	17.761	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2942	abelha	noun				0	11289	17.744	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2943	submarino	noun				0	11283	17.735	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2944	lembrança	noun				0	11282	17.733	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2945	prática	noun				0	11277	17.725	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2946	conflito	noun				0	11274	17.720	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2947	capítulo	noun				0	11263	17.703	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2948	almirante	noun				0	11257	17.694	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2949	email	noun				0	11254	17.689	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2950	solitário	adj				0	11254	17.689	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2951	receção	noun				0	11250	17.683	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2952	solar	adj				0	11249	17.681	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2953	empréstimo	noun				0	11248	17.680	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2954	rapto	noun				0	11245	17.675	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2955	ginásio	noun				0	11243	17.672	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2956	barra	noun				0	11240	17.667	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2957	típico	adj				0	11233	17.656	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2958	academia	noun				0	11216	17.629	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2959	petróleo	noun				0	11215	17.628	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2960	descarregar	verb				0	11208	17.617	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
2961	audição	noun				0	11201	17.606	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2962	tribo	noun				0	11200	17.604	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2963	excelência	noun				0	11194	17.595	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2964	cansar	verb				0	11183	17.577	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
2965	túmulo	noun				0	11182	17.576	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2966	excitado	adj				0	11179	17.571	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2967	sobrevivência	noun				0	11178	17.570	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2968	músculo	noun				0	11177	17.568	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2969	delicado	adj				0	11171	17.559	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2970	via	prep				0	11164	17.548	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
2971	fiel	adj				0	11139	17.508	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2972	íntimo	adj				0	11135	17.502	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2973	população	noun				0	11114	17.469	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2974	recorde	noun				0	11112	17.466	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2975	mergulhar	verb				0	11110	17.463	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
2976	gravidade	noun				0	11104	17.453	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2977	vaga	noun				0	11101	17.449	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2978	psicopata	noun				0	11089	17.430	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2979	habituado	adj				0	11071	17.401	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2980	coordenada	noun				0	11039	17.351	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2981	palpite	noun				0	11038	17.349	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2982	excitante	adj				0	11036	17.346	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2983	derreter	verb				0	11027	17.332	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
2984	exterior	noun				0	11023	17.326	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2985	aço	noun				0	11017	17.316	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2986	ira	noun				0	11000	17.290	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2987	contagem	noun				0	10999	17.288	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2988	geralmente	adv				0	10997	17.285	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
2989	desagradável	adj				0	10995	17.282	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2990	secretário	noun				0	10991	17.276	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2991	resgatar	verb				0	10990	17.274	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
2992	site	noun				0	10988	17.271	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2993	sensual	adj				0	10980	17.258	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
2994	biscoito	noun				0	10979	17.257	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2995	mentiroso	noun				0	10961	17.228	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2996	oração	noun				0	10961	17.228	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2997	fígado	noun				0	10960	17.227	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2998	gravata	noun				0	10957	17.222	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
2999	infantil	adj				0	10950	17.211	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3000	inicial	adj				0	10932	17.183	freq::2501-3000 freq500::2501-3000 freq1000::2001-3000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3001	descanso	noun				0	10929	17.178	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3002	elegante	adj				0	10916	17.158	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3003	pesquisar	verb				0	10912	17.151	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3004	agradecido	adj				0	10910	17.148	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3005	burro	noun				0	10908	17.145	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3006	impressionar	verb				0	10903	17.137	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3007	despertar	verb				0	10893	17.122	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3008	crânio	noun				0	10886	17.111	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3009	descontrair	verb				0	10875	17.093	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3010	deitado	adj				0	10865	17.078	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3011	esquadrão	noun				0	10865	17.078	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3012	reformar	verb				0	10856	17.063	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3013	lutador	noun				0	10847	17.049	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3014	hemorragia	noun				0	10846	17.048	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3015	matéria	noun				0	10839	17.037	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3016	guardião	noun				0	10826	17.016	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3017	percorrer	verb				0	10817	17.002	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3018	taça	noun				0	10817	17.002	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3019	sai daí	mwe				1	10812	16.994	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
3020	esconderijo	noun				0	10809	16.990	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3021	concluir	verb				0	10803	16.980	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3022	agenda	noun				0	10800	16.975	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3023	razoável	adj				0	10800	16.975	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3024	gota	noun				0	10798	16.972	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3025	dona	noun				0	10794	16.966	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3026	piano	noun				0	10790	16.960	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3027	mancha	noun				0	10779	16.942	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3028	terrorista	adj				0	10775	16.936	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3029	protetor	noun				0	10774	16.935	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3030	lutar contra	mwe				1	10762	16.916	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
3031	teus olhos	mwe				1	10762	16.916	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
3032	seco	adj				0	10759	16.911	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3033	sensor	noun				0	10746	16.891	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3034	verme	noun				0	10740	16.881	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3035	circo	noun				0	10739	16.880	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3036	honestamente	adv				0	10734	16.872	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
3037	anão	noun				0	10732	16.869	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3038	telefónico	adj				0	10731	16.867	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3039	tenda	noun				0	10722	16.853	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3040	garantia	noun				0	10718	16.847	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3041	treva	noun				0	10716	16.843	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3042	emocional	adj				0	10710	16.834	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3043	completar	verb				0	10708	16.831	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3044	cercar	verb				0	10701	16.820	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3045	consulta	noun				0	10701	16.820	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3046	dessa maneira	mwe				1	10695	16.810	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
3047	tarado	noun				0	10688	16.799	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3048	cumprimentar	verb				0	10685	16.795	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3049	revistar	verb				0	10685	16.795	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3050	minhas mãos	mwe				1	10681	16.788	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
3051	taxa	noun				0	10679	16.785	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3052	peru	noun				0	10677	16.782	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3053	festejar	verb				0	10675	16.779	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3054	bênção	noun				0	10672	16.774	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3055	constar	verb				0	10664	16.762	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3056	mamãe	noun				0	10663	16.760	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3057	ferido	adj				0	10640	16.724	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3058	sábio	adj				0	10638	16.721	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3059	medir	verb				0	10637	16.719	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3060	líquido	noun				0	10617	16.688	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3061	fuzileiro	noun				0	10613	16.681	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3062	torto	adj				0	10611	16.678	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3063	embaixada	noun				0	10605	16.669	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3064	redor	noun				0	10605	16.669	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3065	luto	noun				0	10582	16.633	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3066	verdadeiramente	adv				0	10582	16.633	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
3067	congresso	noun				0	10574	16.620	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3068	instrumento	noun				0	10566	16.608	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3069	cristal	noun				0	10558	16.595	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3070	abanar	verb				0	10557	16.593	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3071	obcecado	adj				0	10529	16.549	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3072	julho	noun				0	10526	16.545	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3073	distrito	noun				0	10525	16.543	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3074	mira	noun				0	10521	16.537	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3075	complexo	noun				0	10519	16.534	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3076	cobarde	noun				0	10517	16.531	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3077	laço	noun				0	10513	16.524	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3078	investimento	noun				0	10511	16.521	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3079	aumento	noun				0	10505	16.512	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3080	criminal	adj				0	10500	16.504	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3081	alimento	noun				0	10495	16.496	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3082	entretanto	conj				0	10493	16.493	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
3083	gelado	adj				0	10482	16.476	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3084	gene	noun				0	10482	16.476	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3085	amanhecer	noun				0	10478	16.469	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3086	boneco	noun				0	10421	16.380	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3087	misericórdia	noun				0	10417	16.373	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3088	muralha	noun				0	10416	16.372	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3089	italiano	adj				0	10411	16.364	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3090	rotina	noun				0	10404	16.353	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3091	banheira	noun				0	10392	16.334	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3092	intenso	adj				0	10390	16.331	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
3093	privacidade	noun				0	10389	16.329	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3094	tchau	intj				0	10386	16.325	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::intj source::opensubtitles_ep_v2018 variety::EP register::spoken
3095	cirurgião	noun				0	10382	16.318	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3096	palma	noun				0	10375	16.307	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3097	adaptar	verb				0	10371	16.301	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
3098	bêbado	noun				0	10369	16.298	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3099	bens	noun				0	10364	16.290	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3100	punho	noun				0	10360	16.284	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3101	equipe	noun				0	10356	16.278	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3102	más notícias	mwe				1	10356	16.278	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
3103	dobro	noun				0	10346	16.262	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
3104	curva	noun				0	10345	16.260	freq::3001-3500 freq500::3001-3500 freq1000::3001-4000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
