#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - 5001 to 10000
#columns:Rank	Lemma_PT	POS_guess	Gloss_EN	Example_PT	Example_EN	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:10
7443	celestial	adj				0	2497	4.002	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7444	eléctricos	unk				0	2496	4.001	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7445	penitenciário	noun				0	2495	3.999	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7446	aprisionar	verb				0	2494	3.997	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7447	documentar	verb				0	2493	3.996	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7448	magia negra	mwe				1	2493	3.996	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
7449	castigado	noun				0	2492	3.994	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7450	arguido	noun				0	2491	3.993	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7451	guarda-roupa	noun				0	2491	3.993	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7452	nomeação	noun				0	2491	3.993	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7453	denúncia	noun				0	2490	3.991	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7454	mágica	adj				0	2490	3.991	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7455	obrigadinho	adj				0	2490	3.991	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7456	bata	noun				0	2489	3.989	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7457	iv	unk				0	2489	3.989	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7458	malhar	verb				0	2489	3.989	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7459	monstruoso	adj				0	2489	3.989	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7460	ahh	unk				0	2487	3.986	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7461	peculiar	verb				0	2487	3.986	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7462	consistir	verb				0	2486	3.985	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7463	devastador	noun				0	2484	3.981	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7464	est	unk				0	2484	3.981	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7465	chacinar	verb				0	2483	3.980	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7466	qualificado	noun				0	2482	3.978	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7467	punk	unk				0	2481	3.977	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7468	klingon	unk				0	2480	3.975	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7469	sonoro	noun				0	2480	3.975	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7470	muda	noun				0	2479	3.973	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7471	baú	unk				0	2478	3.972	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7472	madrasta	noun				0	2477	3.970	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7473	teso	unk				0	2477	3.970	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7474	empacotar	verb				0	2476	3.969	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7475	erguido	noun				0	2476	3.969	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7476	respondido	noun				0	2476	3.969	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7477	sádico	adj				0	2476	3.969	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7478	automaticamente	adv				0	2475	3.967	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
7479	desimpedir	verb				0	2475	3.967	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7480	incompleto	noun				0	2475	3.967	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7481	saudita	noun				0	2475	3.967	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7482	bunda	noun				0	2474	3.965	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7483	costa leste	mwe				1	2474	3.965	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
7484	apreender	verb				0	2473	3.964	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7485	gangs	unk				0	2473	3.964	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7486	mendigo	noun				0	2472	3.962	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7487	árduo	noun				0	2472	3.962	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7488	curandeiro	noun				0	2471	3.960	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7489	economizar	verb				0	2471	3.960	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7490	dróides	unk				0	2470	3.959	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7491	mimo	noun				0	2470	3.959	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7492	lúcifer	verb				0	2468	3.956	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7493	perturbação	noun				0	2468	3.956	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7494	beverly hills	mwe				1	2467	3.954	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
7495	caligrafia	noun				0	2466	3.952	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7496	incisão	noun				0	2466	3.952	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7497	xavier	verb				0	2466	3.952	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7498	contido	noun				0	2465	3.951	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7499	câmeras	unk				0	2465	3.951	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7500	empate	unk				0	2465	3.951	freq::7001-7500 freq500::7001-7500 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7501	frota estelar	mwe				1	2465	3.951	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
7502	confidencialidade	noun				0	2462	3.946	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7503	igualar	verb				0	2462	3.946	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7504	desamarrar	verb				0	2461	3.944	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7505	urânio	noun				0	2460	3.943	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7506	goma	noun				0	2459	3.941	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7507	infectada	noun				0	2458	3.940	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7508	mercúrio	noun				0	2458	3.940	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7509	speed	unk				0	2458	3.940	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7510	tédio	noun				0	2458	3.940	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7511	detonação	noun				0	2457	3.938	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7512	ming	unk				0	2457	3.938	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7513	permanentemente	adv				0	2457	3.938	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
7514	plenamente	adv				0	2457	3.938	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
7515	repetidamente	adv				0	2457	3.938	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
7516	sobrenome	unk				0	2457	3.938	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7517	demônios	unk				0	2456	3.936	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7518	tito	noun				0	2456	3.936	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7519	louros	unk				0	2455	3.935	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7520	polir	verb				0	2455	3.935	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7521	condomínio	noun				0	2453	3.932	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7522	florir	verb				0	2453	3.932	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7523	sacramento	noun				0	2453	3.932	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7524	especializar	verb				0	2451	3.928	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7525	orquídea	unk				0	2449	3.925	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7526	camuflagem	noun				0	2448	3.924	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7527	atacante	unk				0	2447	3.922	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7528	escorregadio	noun				0	2447	3.922	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7529	folheto	noun				0	2447	3.922	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7530	pedreiro	noun				0	2447	3.922	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7531	mozart	unk				0	2446	3.920	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7532	pequim	unk				0	2446	3.920	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7533	matricular	verb				0	2444	3.917	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7534	raciocínio	noun				0	2444	3.917	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7535	camarote	unk				0	2443	3.916	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7536	efeitos secundários	mwe				1	2440	3.911	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
7537	estufa	unk				0	2440	3.911	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7538	marítimo	noun				0	2440	3.911	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7539	retaliação	noun				0	2440	3.911	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7540	transparente	adj				0	2440	3.911	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7541	golpear	verb				0	2439	3.909	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7542	xarope	unk				0	2436	3.904	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7543	conveniência	noun				0	2435	3.903	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7544	henri	unk				0	2435	3.903	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7545	clivar	verb				0	2434	3.901	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7546	fenomenal	adj				0	2434	3.901	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7547	lda	noun				0	2434	3.901	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7548	team legendasproject	mwe				1	2434	3.901	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
7549	bombordo	noun				0	2432	3.898	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7550	dental	adj				0	2432	3.898	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7551	suster	verb				0	2432	3.898	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7552	descansado	noun				0	2431	3.896	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7553	milão	noun				0	2431	3.896	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7554	publicitário	noun				0	2431	3.896	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7555	esgueirar	verb				0	2430	3.895	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7556	sincronizar	verb				0	2430	3.895	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7557	titã	unk				0	2430	3.895	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7558	autoestima	noun				0	2429	3.893	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7559	bom-dia	noun				0	2429	3.893	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7560	localizado	noun				0	2429	3.893	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7561	sê-lo	noun				0	2429	3.893	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7562	negligência	noun				0	2428	3.892	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7563	inchado	noun				0	2427	3.890	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7564	matracar	verb				0	2427	3.890	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7565	aliens	unk				0	2426	3.888	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7566	maquinar	verb				0	2425	3.887	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7567	namoriscar	verb				0	2423	3.884	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7568	aventureiro	noun				0	2422	3.882	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7569	dicionário	noun				0	2422	3.882	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7570	diz-te	unk				0	2422	3.882	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7571	herman	unk				0	2422	3.882	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7572	lançador	noun				0	2421	3.880	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7573	on-line	unk				0	2421	3.880	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7574	bisavô	unk				0	2420	3.879	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7575	fodida	noun				0	2420	3.879	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7576	desastrado	noun				0	2419	3.877	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7577	migalhas	unk				0	2417	3.874	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7578	médico-legista	noun				0	2417	3.874	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7579	ameaçador	noun				0	2416	3.872	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7580	melodiar	verb				0	2416	3.872	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7581	sai-me	unk				0	2416	3.872	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7582	substituição	noun				0	2416	3.872	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7583	cabedal	adj				0	2415	3.871	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
7584	carrasco	noun				0	2415	3.871	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7585	he	unk				0	2415	3.871	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7586	manipulação	noun				0	2414	3.869	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7587	delírio	noun				0	2413	3.868	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7588	chimpanzé	unk				0	2411	3.864	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7589	rugir	verb				0	2410	3.863	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7590	dominador	noun				0	2409	3.861	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7591	impulsivo	noun				0	2409	3.861	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7592	metralhadora	noun				0	2409	3.861	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7593	minoria	noun				0	2409	3.861	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7594	afectado	noun				0	2408	3.860	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7595	buzinar	verb				0	2408	3.860	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7596	louça	noun				0	2407	3.858	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7597	ouvinte	unk				0	2407	3.858	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7598	vaidade	noun				0	2407	3.858	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7599	excursão	noun				0	2406	3.856	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7600	cargueiro	noun				0	2405	3.855	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7601	cinderela	noun				0	2404	3.853	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7602	escaldante	unk				0	2404	3.853	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7603	medricas	unk				0	2403	3.852	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7604	alvejado	noun				0	2402	3.850	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7605	refugiar	verb				0	2402	3.850	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
7606	orgia	noun				0	2401	3.848	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7607	impróprio	noun				0	2400	3.847	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7608	nascença	noun				0	2400	3.847	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7609	espectadores	unk				0	2399	3.845	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
7610	acolhedor	noun				0	2398	3.843	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
7611	espartano	adj				0	2398	3.843	freq::7501-8000 freq500::7501-8000 freq1000::7001-8000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
